,winery,wine,rating,wine_style,wine_category,vintage,region,country,price,contact_for_price,wine_style_code,wine_category_code,region_code,country_code
842,Domaine du Vieux Lazaret,Châteauneuf-du-Pape 2016,4.2,Blend,Red,2016,Châteauneuf-du-Pape,France,37.99,,10,2,231,12
843,Roberto Mazzi,Punta di Villa Amarone della Valpolicella Classico N.V.,4.4,Valpolicella,Red,N.V.,Amarone della Valpolicella Classico,Italy,54.99,,86,2,34,19
844,Borgogno,No Name 2012,3.9,Blend,Red,2012,Piemonte,Italy,44.99,,10,2,657,19
845,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2005,4.3,Blend,Red,2005,Saint-Estèphe,France,319.99,,10,2,748,12
846,Château La Nerthe,Châteauneuf-du-Pape 2015,4.1,Blend,Red,2015,Châteauneuf-du-Pape,France,59.99,,10,2,231,12
847,Château Citran,Haut-Médoc 2010,3.8,Blend,Red,2010,Haut-Médoc,France,34.99,,10,2,407,12
848,Château Lynch-Bages,Pauillac (Grand Cru Classé) 2009,4.4,Blend,Red,2009,Pauillac,France,325.0,,10,2,638,12
849,Joseph Phelps,Insignia 2010,4.6,Blend,Red,2010,Napa Valley,United States,259.99,,10,2,587,36
850,Biserno,Campo di Sasso Insoglio del Cinghiale 2017,3.9,Blend,Red,2017,Toscana,Italy,34.99,,10,2,849,19
851,The Eyrie Vineyards,Pinot Noir N.V.,3.9,Pinot Noir,Red,N.V.,Willamette Valley,United States,39.58,,57,2,945,36
852,Tenuta delle Terre Nere,Etna Rosso 2016,3.8,Blend,Red,2016,Etna,Italy,26.0,,10,2,344,19
853,Signorello Estate,Cabernet Sauvignon N.V.,4.4,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,98.99,,15,2,587,36
854,Louis Jadot,Bourgogne Pinot Noir 2016,3.6,Pinot Noir,Red,2016,Bourgogne,France,27.99,,57,2,110,12
855,Château Carbonnieux,Pessac-Léognan 2011,3.9,Blend,Red,2011,Pessac-Léognan,France,45.0,,10,2,649,12
856,Château Giscours,Margaux (Grand Cru Classé) 2008,4.1,Blend,Red,2008,Margaux,France,129.99,,10,2,495,12
857,Altesino,Brunello di Montalcino 2013,4.2,Brunello,Red,2013,Brunello di Montalcino,Italy,65.99,,12,2,120,19
858,Stolpman Vineyards,Love You Bunches Sangiovese N.V.,3.8,Sangiovese,Red,N.V.,Ballard Canyon,United States,26.39,,69,2,64,36
859,Château de Beaucastel,Châteauneuf-du-Pape 2007,4.4,Blend,Red,2007,Châteauneuf-du-Pape,France,124.99,,10,2,231,12
860,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2012,4.3,Blend,Red,2012,Pauillac,France,145.0,,10,2,638,12
861,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2007,4.1,Blend,Red,2007,Saint-Julien,France,110.0,,10,2,752,12
862,Chappellet,Cabernet Sauvignon (Signature) 2015,4.3,Cabernet Sauvignon,Red,2015,Napa Valley,United States,67.99,,15,2,587,36
863,Occhipinti,Nero D'Avola - Frappato Sicilia SP68 2015,3.7,Blend,Red,2015,Terre Siciliane,Italy,39.99,,10,2,835,19
864,Prunotto,Barolo 2015,4.1,Barolo,Red,2015,Barolo,Italy,53.99,,6,2,73,19
865,Château Pichon Baron,Pauillac (Grand Cru Classé) 2006,4.3,Blend,Red,2006,Pauillac,France,206.99,,10,2,638,12
866,Michael David Winery,Rapture Cabernet Sauvignon N.V.,4.3,Cabernet Sauvignon,Red,N.V.,Lodi,United States,43.99,,15,2,467,36
867,Castello di Ama,Chianti Classico Vigneto Gran Selezione San Lorenzo 2010,4.2,Chianti,Red,2010,Chianti Classico,Italy,49.99,,22,2,224,19
868,Foradori,Foradori - Teroldego 2016,3.8,Blend,Red,2016,Vigneti delle Dolomiti,Italy,31.99,,10,2,900,19
869,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 1996,4.3,Blend,Red,1996,Saint-Estèphe,France,195.0,,10,2,748,12
870,Cos d'Estournel,Cos d'Estournel 2008,4.4,Blend,Red,2008,Saint-Estèphe,France,235.0,,10,2,748,12
871,St. Clement,Cabernet Sauvignon N.V.,4.0,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,34.99,,15,2,587,36
872,Cafaggio,Chianti Classico 2014,3.7,Chianti,Red,2014,Chianti Classico,Italy,26.99,,22,2,224,19
873,Marchesi di Barolo,Barbaresco 2014,3.8,Blend,Red,2014,Barbaresco,Italy,43.99,,10,2,68,19
874,Château Lagrange,Les Fiefs de Lagrange Saint-Julien 2011,3.9,Blend,Red,2011,Saint-Julien,France,38.0,,10,2,752,12
875,Mullan Road Cellars,Red Wine Blend N.V.,4.1,Blend,Red,N.V.,Columbia Valley,United States,43.99,,10,2,258,36
876,Verite,La Joie N.V.,4.5,Blend,Red,N.V.,Sonoma County,United States,439.98,,10,2,804,36
877,Michael David Winery,Lust Zinfandel N.V.,4.3,Zinfandel,Red,N.V.,Lodi,United States,49.49,,94,2,467,36
878,G.D. Vajra,Freisa Langhe Kyè N.V.,3.9,Blend,Red,N.V.,Langhe,Italy,43.99,,10,2,451,19
879,Terre del Barolo,Barolo 2010,3.5,Barolo,Red,2010,Barolo,Italy,34.99,,6,2,73,19
880,Viña Cobos,Bramare Cabernet Sauvignon 2016,4.3,Cabernet Sauvignon,Red,2016,Lujan de Cuyo,Argentina,33.0,,15,2,476,0
881,Vega Sicilia,Valbuena 5º 2014,4.6,Blend,Red,2014,Ribera del Duero,Spain,159.48,,10,2,706,32
882,Château Carbonnieux,Pessac-Léognan 2010,4.1,Blend,Red,2010,Pessac-Léognan,France,69.99,,10,2,649,12
883,Ciacci Piccolomini d'Aragona,Brunello di Montalcino 2011,4.2,Brunello,Red,2011,Brunello di Montalcino,Italy,56.99,,12,2,120,19
884,Val di Suga,Brunello di Montalcino 2013,4.0,Brunello,Red,2013,Brunello di Montalcino,Italy,64.99,,12,2,120,19
885,Cos d'Estournel,Cos d'Estournel 2000,4.5,Blend,Red,2000,Saint-Estèphe,France,395.0,,10,2,748,12
886,Allegrini,La Grola 2014,3.9,Blend,Red,2014,Verona,Italy,28.99,,10,2,897,19
887,Château de Beaucastel,Châteauneuf-du-Pape 2009,4.4,Blend,Red,2009,Châteauneuf-du-Pape,France,129.99,,10,2,231,12
888,Gaja,Ca'Marcanda Magari 2016,4.2,Blend,Red,2016,Bolgheri,Italy,71.49,,10,2,102,19
889,Zuccardi,José Malbec 2014,4.3,Malbec,Red,2014,Uco Valley,Argentina,43.99,,38,2,862,0
890,Two Hands,Gnarly Dudes Shiraz 2016,4.0,Shiraz,Red,2016,Barossa Valley,Australia,35.99,,75,2,76,2
891,Emiliana,Coyam 2016,4.2,Blend,Red,2016,Colchagua Valley,Chile,37.99,,10,2,246,7
892,Albino Rocca,Barbaresco N.V.,3.9,Blend,Red,N.V.,Barbaresco,Italy,43.99,,10,2,68,19
893,Roco,Gravel Road Pinot Noir N.V.,3.9,Pinot Noir,Red,N.V.,Oregon,United States,28.59,,57,2,620,36
894,Biserno,Il Pino di Biserno 2015,4.3,Blend,Red,2015,Toscana,Italy,69.99,,10,2,849,19
895,Santadi,Terre Brune Superiore Carignano del Sulcis 2013,4.2,Carignan,Red,2013,Carignano del Sulcis,Italy,60.99,,16,2,141,19
896,Ruffino,Modus Toscana 2014,3.8,Blend,Red,2014,Toscana,Italy,29.99,,10,2,849,19
897,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2005,4.5,Blend,Red,2005,Pauillac,France,179.99,,10,2,638,12
898,Chappellet,Cabernet Sauvignon (Signature) 2014,4.3,Cabernet Sauvignon,Red,2014,Napa Valley,United States,69.99,,15,2,587,36
899,Ornellaia,Bolgheri Superiore 2015,4.6,Blend,Red,2015,Bolgheri Superiore,Italy,209.99,,10,2,104,19
900,Château Rauzan-Ségla,Ségla Margaux 2012,4.2,Blend,Red,2012,Margaux,France,66.0,,10,2,495,12
901,Francis Ford Coppola,Archimedes N.V.,4.3,Blend,Red,N.V.,Alexander Valley,United States,86.88,,10,2,11,36
902,Mauritson,Zinfandel N.V.,4.0,Zinfandel,Red,N.V.,Dry Creek Valley,United States,31.89,,94,2,326,36
903,Château Lagrange,Saint-Julien (Grand Cru Classé) 2008,3.9,Blend,Red,2008,Saint-Julien,France,79.99,,10,2,752,12
904,Mosquita Muerta,Blend de Tintas 2013,4.1,Blend,Red,2013,Mendoza,Argentina,47.99,,10,2,507,0
905,Allegrini,Amarone della Valpolicella Classico 2014,4.2,Valpolicella,Red,2014,Amarone della Valpolicella Classico,Italy,54.99,,86,2,34,19
906,Ridge Vineyards,Lytton Springs 2016,4.2,Blend,Red,2016,Dry Creek Valley,United States,39.95,,10,2,326,36
907,Travaglini,Gattinara 2015,4.0,Blend,Red,2015,Gattinara,Italy,29.99,,10,2,375,19
908,Château Phélan Ségur,Saint-Estèphe 2012,4.0,Blend,Red,2012,Saint-Estèphe,France,54.49,,10,2,748,12
909,Château Branaire-Ducru,Saint-Julien (Grand Cru Classé) 2009,4.2,Blend,Red,2009,Saint-Julien,France,129.99,,10,2,752,12
910,Grgich Hills,Cabernet Sauvignon 2013,4.2,Cabernet Sauvignon,Red,2013,Napa Valley,United States,59.99,,15,2,587,36
911,Château Phélan Ségur,Saint-Estèphe 2006,4.0,Blend,Red,2006,Saint-Estèphe,France,59.99,,10,2,748,12
912,Beaulieu Vineyard (BV),Napa Valley Cabernet Sauvignon 2016,3.8,Cabernet Sauvignon,Red,2016,Napa Valley,United States,26.39,,15,2,587,36
913,Château Rollan de By,Médoc 2011,3.8,Blend,Red,2011,Médoc,France,34.99,,10,2,582,12
914,Château Gloria,Saint-Julien 2012,4.0,Blend,Red,2012,Saint-Julien,France,58.0,,10,2,752,12
915,Antinori,Tenuta Tignanello 'Solaia' 2012,4.6,Blend,Red,2012,Toscana,Italy,299.99,,10,2,849,19
916,Castello di Ama,Chianti Classico 2015,3.8,Chianti,Red,2015,Chianti Classico,Italy,29.99,,22,2,224,19
917,Cakebread,Cabernet Sauvignon 2016,4.4,Cabernet Sauvignon,Red,2016,Napa Valley,United States,74.99,,15,2,587,36
918,Tenuta di Nozzole,La Forra Chianti Classico Riserva N.V.,4.0,Chianti,Red,N.V.,Chianti Classico,Italy,43.99,,22,2,224,19
919,Calera,Pinot Noir Jensen Vineyard N.V.,4.3,Pinot Noir,Red,N.V.,Mount Harlan,United States,98.98,,57,2,560,36
920,Teso La Monja,Almiréz 2015,3.9,Blend,Red,2015,Toro,Spain,29.99,,10,2,848,32
921,Paolo Scavino,Bricco Ambrogio Barolo N.V.,4.2,Barolo,Red,N.V.,Barolo,Italy,65.98,,6,2,73,19
922,Fisher Vineyards,Coach Insignia Cabernet Sauvignon N.V.,4.4,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,98.99,,15,2,587,36
923,Altos Las Hormigas,Malbec Reserve 2013,3.8,Malbec,Red,2013,Uco Valley,Argentina,27.99,,38,2,862,0
924,Renato Ratti,Barolo Marcenasco 2015,4.2,Barolo,Red,2015,Barolo,Italy,49.49,,6,2,73,19
925,Amalaya,Tinto (Malbec) 2010,3.4,Malbec,Red,2010,Salta,Argentina,39.99,,38,2,760,0
926,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2006,4.2,Blend,Red,2006,Saint-Julien,France,170.0,,10,2,752,12
927,Castiglion del Bosco,Brunello di Montalcino 2013,4.2,Brunello,Red,2013,Brunello di Montalcino,Italy,49.99,,12,2,120,19
928,Château Phélan Ségur,Saint-Estèphe 2010,4.0,Blend,Red,2010,Saint-Estèphe,France,54.99,,10,2,748,12
929,Leonetti,Merlot N.V.,4.4,Merlot,Red,N.V.,Walla Walla Valley,United States,104.48,,41,2,933,36
930,Renieri,Brunello di Montalcino 2012,4.3,Brunello,Red,2012,Brunello di Montalcino,Italy,135.99,,12,2,120,19
931,Tenuta Campo al Mare,Bolgheri Rosso 2016,3.9,Blend,Red,2016,Bolgheri,Italy,32.99,,10,2,102,19
932,Frog's Leap,Cabernet Sauvignon (Estate Grown) 2015,4.2,Cabernet Sauvignon,Red,2015,Rutherford,United States,69.99,,15,2,736,36
933,Massolino,Barolo 2014,4.0,Barolo,Red,2014,Barolo,Italy,59.99,,6,2,73,19
934,Pulenta Estate,Gran Cabernet Franc (XI) 2015,4.6,Cabernet Franc,Red,2015,Mendoza,Argentina,47.29,,14,2,507,0
935,Dominio del Aguila,Reserva N.V.,4.3,Blend,Red,N.V.,Ribera del Duero,Spain,76.99,,10,2,706,32
936,Ridge Vineyards,Three Valleys 2016,4.2,Blend,Red,2016,Sonoma County,United States,32.99,,10,2,804,36
937,Rocca di Montemassi,Sassabruna Maremma Toscana N.V.,3.8,Blend,Red,N.V.,Maremma Toscana,Italy,25.29,,10,2,493,19
938,Produttori del Barbaresco,Nebbiolo Langhe 2017,3.7,Nebbiolo,Red,2017,Langhe,Italy,25.99,,47,2,451,19
939,Château Pedesclaux,Pauillac (Grand Cru Classé) 2010,4.1,Blend,Red,2010,Pauillac,France,88.99,,10,2,638,12
940,Quilt,Cabernet Sauvignon 2017,4.3,Cabernet Sauvignon,Red,2017,Napa Valley,United States,33.33,,15,2,587,36
941,COS,Cerasuolo di Vittoria Classico 2015,4.0,Blend,Red,2015,Cerasuolo di Vittoria,Italy,35.99,,10,2,160,19
942,Antinori,Tenuta Tignanello 'Solaia' 2013,4.6,Blend,Red,2013,Toscana,Italy,299.99,,10,2,849,19
943,Bodegas Valduero,Ribera Del Duero Reserva 2011,4.2,Blend,Red,2011,Ribera del Duero,Spain,47.99,,10,2,706,32
944,Stags' Leap,Petite Sirah 2016,4.2,Petite Sirah,Red,2016,Napa Valley,United States,31.45,,52,2,587,36
945,Keenan,Napa Valley Merlot N.V.,4.0,Merlot,Red,N.V.,Napa Valley,United States,49.49,,41,2,587,36
946,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau) 2015,4.4,Blend,Red,2015,Châteauneuf-du-Pape,France,99.99,,10,2,231,12
947,Château Lagrange,Les Fiefs de Lagrange Saint-Julien 2012,3.8,Blend,Red,2012,Saint-Julien,France,39.99,,10,2,752,12
948,El Enemigo,Bonarda 2015,4.3,Blend,Red,2015,Mendoza,Argentina,31.99,,10,2,507,0
949,Gaja,Sito Moresco Langhe 2016,4.1,Blend,Red,2016,Langhe,Italy,54.99,,10,2,451,19
950,Domaine Lafage,Narassa 2015,4.1,Blend,Red,2015,Côtes du Roussillon Villages,France,39.99,,10,2,314,12
951,Aalto,Tinto 2016,4.3,Blend,Red,2016,Ribera del Duero,Spain,49.95,,10,2,706,32
952,Antinori,Tenuta Guado al Tasso Bolgheri Superiore 2011,4.4,Blend,Red,2011,Bolgheri Superiore,Italy,124.99,,10,2,104,19
953,Álvaro Palacios,Les Terrasses Velles Vinyes Priorat 2016,4.2,Blend,Red,2016,Priorat,Spain,39.99,,10,2,671,32
954,Viña Cobos,Cocodrilo Corte 2017,4.2,Blend,Red,2017,Mendoza,Argentina,33.99,,10,2,507,0
955,Bodegas Faustino,I Gran Reserva 2006,3.9,Blend,Red,2006,Rioja,Spain,32.99,,10,2,710,32
956,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2004,4.3,Blend,Red,2004,Saint-Julien,France,195.0,,10,2,752,12
957,Pietradolce,Archineri Etna Rosso N.V.,3.9,Blend,Red,N.V.,Etna,Italy,32.98,,10,2,344,19
958,Château de Beaucastel,Châteauneuf-du-Pape 2011,4.4,Blend,Red,2011,Châteauneuf-du-Pape,France,108.99,,10,2,231,12
959,Shafer,One Point Five Cabernet Sauvignon 2015,4.5,Cabernet Sauvignon,Red,2015,Stags Leap District,United States,88.99,,15,2,818,36
960,Château Patache d'Aux,Médoc 2010,3.7,Blend,Red,2010,Médoc,France,63.99,,10,2,582,12
961,Château Musar,Rouge (Gaston Hochar) 2002,4.2,Blend,Red,2002,Bekaa Valley,Lebanon,73.99,,10,2,92,20
962,The Federalist,Zinfandel Bourbon Barrel Aged 2015,3.8,Zinfandel,Red,2015,Mendocino County,United States,25.99,,94,2,506,36
963,Grgich Hills,Cabernet Sauvignon 2014,4.2,Cabernet Sauvignon,Red,2014,Napa Valley,United States,69.99,,15,2,587,36
964,Antinori,Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2016,4.3,Chianti,Red,2016,Chianti Classico,Italy,39.49,,22,2,224,19
965,Biondi-Santi,Brunello di Montalcino 2012,4.5,Brunello,Red,2012,Brunello di Montalcino,Italy,234.99,,12,2,120,19
966,Chanson,Beaune Premier Cru Bastion Rouge N.V.,4.0,Blend,Red,N.V.,Beaune Premier Cru,France,43.99,,10,2,89,12
967,Domaine du Vieux Télégraphe,Télégramme Châteauneuf-du-Pape 2016,4.2,Blend,Red,2016,Châteauneuf-du-Pape,France,48.99,,10,2,231,12
968,Ghislaine Barthod,Chambolle-Musigny N.V.,4.1,Blend,Red,N.V.,Chambolle-Musigny,France,120.99,,10,2,188,12
969,Clos du Caillou,Les Quartz Châteauneuf-du-Pape N.V.,4.2,Blend,Red,N.V.,Châteauneuf-du-Pape,France,85.78,,10,2,231,12
970,Quinta de La Rosa,Douro Red 2016,3.8,Blend,Red,2016,Douro,Portugal,25.99,,10,2,324,28
971,De Forville,Barbaresco N.V.,3.9,Blend,Red,N.V.,Barbaresco,Italy,38.49,,10,2,68,19
972,Château Bernadotte,Haut-Médoc 2010,3.8,Blend,Red,2010,Haut-Médoc,France,26.95,,10,2,407,12
973,Bosquet des Papes,Chante Le Merle Vieilles Vignes Châteauneuf-du-Pape N.V.,4.2,Blend,Red,N.V.,Châteauneuf-du-Pape,France,65.98,,10,2,231,12
974,Château Pichon Longueville Comtesse de Lalande,Réserve (de la Comtesse) Pauillac 2011,4.0,Blend,Red,2011,Pauillac,France,79.99,,10,2,638,12
975,Dugat-Py,Vieilles Vignes Gevrey-Chambertin N.V.,4.2,Blend,Red,N.V.,Gevrey-Chambertin,France,142.98,,10,2,380,12
976,Barossa Valley Estate,E & E Black Pepper Shiraz N.V.,4.4,Shiraz,Red,N.V.,Barossa Valley,Australia,87.99,,75,2,76,2
977,E. Guigal,Côte-Rôtie Brune & Blonde de Guigal 2015,4.2,Blend,Red,2015,Côte-Rôtie,France,74.99,,10,2,305,12
978,Cune (CVNE),Gran Reserva 2012,4.0,Blend,Red,2012,Rioja,Spain,33.99,,10,2,710,32
979,Château Fombrauge,Saint-Émilion Grand Cru (Grand Cru Classé) 2010,4.0,Blend,Red,2010,Saint-Émilion Grand Cru,France,60.99,,10,2,756,12
980,Château Talbot,Saint-Julien (Grand Cru Classé) 2014,4.0,Blend,Red,2014,Saint-Julien,France,89.99,,10,2,752,12
981,Miner,Emily's Cabernet Sauvignon N.V.,4.1,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,65.99,,15,2,587,36
982,St. Innocent,Villages Cuvée Pinot Noir N.V.,4.1,Pinot Noir,Red,N.V.,Willamette Valley,United States,28.59,,57,2,945,36
983,Château Pichon Baron,Pauillac (Grand Cru Classé) 2000,4.5,Blend,Red,2000,Pauillac,France,425.0,,10,2,638,12
984,The Prisoner,Thorn Merlot 2014,4.2,Merlot,Red,2014,Napa Valley,United States,44.99,,41,2,587,36
985,Tenimenti Ricci,Brunello di Montalcino N.V.,4.1,Brunello,Red,N.V.,Brunello di Montalcino,Italy,38.49,,12,2,120,19
986,Mount Eden Vineyards,Domaine Eden Cabernet Sauvignon N.V.,4.2,Cabernet Sauvignon,Red,N.V.,Santa Cruz Mountains,United States,87.98,,15,2,774,36
987,Flora Springs,Merlot N.V.,3.9,Merlot,Red,N.V.,Napa Valley,United States,26.39,,41,2,587,36
988,Bodegas San Román,Tinto 2015,4.3,Blend,Red,2015,Toro,Spain,53.99,,10,2,848,32
989,Cheval des Andes,Mendoza 2011,4.4,Blend,Red,2011,Mendoza,Argentina,89.99,,10,2,507,0
990,Raymond,Reserve Selection Cabernet Sauvignon 2016,4.2,Cabernet Sauvignon,Red,2016,Napa Valley,United States,35.99,,15,2,587,36
991,Château Arnauld,Haut-Médoc N.V.,3.9,Blend,Red,N.V.,Haut-Médoc,France,49.99,,10,2,407,12
992,Château Gruaud Larose,Saint-Julien (Grand Cru Classé) 2005,4.3,Blend,Red,2005,Saint-Julien,France,175.0,,10,2,752,12
993,Joseph Drouhin,Côte de Nuits-villages N.V.,3.7,Blend,Red,N.V.,Côte de Nuits Villages,France,33.0,,10,2,304,12
994,Silver Oak,Alexander Valley Cabernet Sauvignon 2015,4.4,Cabernet Sauvignon,Red,2015,Alexander Valley,United States,74.25,,15,2,11,36
995,Borgogno,Barolo 2014,3.9,Barolo,Red,2014,Barolo,Italy,79.99,,6,2,73,19
996,Dominio do Bibei,Ribeira Sacra Lalama 2013,3.8,Blend,Red,2013,Ribeira Sacra,Spain,25.99,,10,2,704,32
997,Yatir Winery,Mt. Amasa N.V.,4.1,Blend,Red,N.V.,Judean Hills,Israel,45.99,,10,2,430,18
998,Domaine Denis Mortet,Gevrey-Chambertin 1er Cru Lavaux St-Jacques N.V.,4.3,Blend,Red,N.V.,Gevrey-Chambertin Premier Cru,France,241.99,,10,2,387,12
999,Joseph Phelps,Insignia 2009,4.6,Blend,Red,2009,Napa Valley,United States,299.99,,10,2,587,36
1000,Altos Las Hormigas,Malbec Appellation Paraje Altamira N.V.,3.7,Malbec,Red,N.V.,Paraje Altamira,Argentina,49.49,,38,2,633,0
1001,EnRoute,Les Pommiers Pinot Noir 2016,4.4,Pinot Noir,Red,2016,Russian River Valley,United States,63.99,,57,2,735,36
1002,Col d'Orcia,Rosso di Montalcino 2016,3.6,Blend,Red,2016,Rosso di Montalcino,Italy,25.99,,10,2,726,19
1003,Château Pichon Baron,Pauillac (Grand Cru Classé) 2003,4.4,Blend,Red,2003,Pauillac,France,240.0,,10,2,638,12
1004,Trivento,Eolo Malbec 2012,4.0,Malbec,Red,2012,Lujan de Cuyo,Argentina,107.99,,38,2,476,0
1005,Joseph Phelps,Insignia 2014,4.6,Blend,Red,2014,Napa Valley,United States,249.99,,10,2,587,36
1006,Domaine de Villemajou,Corbières Boutenac Red 2015,3.9,Blend,Red,2015,Corbières Boutenac,France,52.99,,10,2,272,12
1007,Luigi Bosca,Gala 1 Red Blend 2011,4.0,Blend,Red,2011,Mendoza,Argentina,25.99,,10,2,507,0
1008,Prats & Symington (P+S),Chryseia Douro 2015,4.5,Blend,Red,2015,Douro,Portugal,79.99,,10,2,324,28
1009,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves) 2009,4.2,Blend,Red,2009,Pessac-Léognan,France,139.99,,10,2,649,12
1010,Alto Moncayo,Veraton Garnacha 2016,4.3,Blend,Red,2016,Campo de Borja,Spain,25.95,,10,2,136,32
1011,San Felice,Campogiovanni Brunello di Montalcino 2012,4.2,Brunello,Red,2012,Brunello di Montalcino,Italy,49.99,,12,2,120,19
1012,Luigi Bosca,Single Vineyard Malbec 2017,4.2,Malbec,Red,2017,Lujan de Cuyo,Argentina,25.99,,38,2,476,0
1013,Antinori,Tenuta Guado al Tasso Cont'Ugo Bolgheri 2015,4.1,Blend,Red,2015,Bolgheri,Italy,44.99,,10,2,102,19
1014,DAOU,Reserve Cabernet Sauvignon 2015,4.1,Cabernet Sauvignon,Red,2015,Paso Robles,United States,56.99,,15,2,634,36
1015,Beaulieu Vineyard (BV),Tapestry Reserve Red Blend 2012,4.3,Blend,Red,2012,Napa Valley,United States,39.99,,10,2,587,36
1016,Domaine Courbis,Champelrose Cornas N.V.,3.9,Blend,Red,N.V.,Cornas,France,35.99,,10,2,273,12
1017,Roar,Pinot Noir N.V.,4.3,Pinot Noir,Red,N.V.,Santa Lucia Highlands,United States,54.99,,57,2,775,36
1018,Sottimano,Cottá Barbaresco N.V.,4.1,Blend,Red,N.V.,Barbaresco,Italy,76.99,,10,2,68,19
1019,Anthonij Rupert,Optima 2013,4.2,Blend,Red,2013,Franschhoek,South Africa,31.99,,10,2,362,31
1020,Charles Joguet,Cuvée Terroir Chinon N.V.,3.7,Blend,Red,N.V.,Chinon,France,28.59,,10,2,228,12
1021,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé) 2008,4.2,Blend,Red,2008,Pauillac,France,95.0,,10,2,638,12
1022,Bodegas La Horra,Corimbo 2013,4.0,Blend,Red,2013,Ribera del Duero,Spain,39.99,,10,2,706,32
1023,Trentadue,La Storia Cabernet Sauvignon N.V.,4.1,Cabernet Sauvignon,Red,N.V.,Alexander Valley,United States,29.69,,15,2,11,36
1024,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2003,4.3,Blend,Red,2003,Pauillac,France,189.0,,10,2,638,12
1025,Château Lynch-Bages,Pauillac (Grand Cru Classé) 2012,4.2,Blend,Red,2012,Pauillac,France,163.99,,10,2,638,12
1026,Casanova di Neri,Brunello di Montalcino 2008,4.3,Brunello,Red,2008,Brunello di Montalcino,Italy,69.99,,12,2,120,19
1027,Bodegas Roda,Roda I Reserva Rioja 2012,4.3,Rioja,Red,2012,Rioja,Spain,71.99,,64,2,710,32
1028,Esporão,Quinta dos Murças Reserva Douro 2012,4.2,Blend,Red,2012,Douro,Portugal,44.99,,10,2,324,28
1029,Goldeneye,Anderson Valley Pinot Noir 2011,4.3,Pinot Noir,Red,2011,Anderson Valley,United States,45.0,,57,2,39,36
1030,Domaine Rostaing,Côte-Rôtie La Landonne N.V.,4.3,Blend,Red,N.V.,Northern Rhône,France,219.98,,10,2,602,12
1031,Château d'Arsac,Margaux 2014,3.8,Blend,Red,2014,Margaux,France,34.99,,10,2,495,12
1032,Martinelli,Bella Vigna Pinot Noir N.V.,4.2,Pinot Noir,Red,N.V.,Russian River Valley,United States,43.99,,57,2,735,36
1033,Château de Beaucastel,Châteauneuf-du-Pape 2014,4.3,Blend,Red,2014,Châteauneuf-du-Pape,France,79.99,,10,2,231,12
1034,La Rioja Alta,Viña Ardanza Selección Especial 2010,4.3,Blend,Red,2010,Rioja,Spain,32.99,,10,2,710,32
1035,Nervi,Gattinara 2015,4.1,Blend,Red,2015,Gattinara,Italy,49.99,,10,2,375,19
1036,M. Chapoutier,Crozes-Hermitage Les Meysonniers 2016,3.7,Blend,Red,2016,Crozes-Hermitage,France,51.99,,10,2,293,12
1037,Château de Fosse-Sèche,Eolithe N.V.,3.9,Blend,Red,N.V.,Saumur,France,32.99,,10,2,780,12
1038,Astrolabe,Province Pinot Noir N.V.,3.7,Pinot Noir,Red,N.V.,Marlborough,New Zealand,25.29,,57,2,497,25
1039,La Rioja Alta,Rioja Gran Reserva 904 2010,4.3,Rioja,Red,2010,Rioja,Spain,64.99,,64,2,710,32
1040,Chionetti,San Luigi Dogliani N.V.,3.6,Blend,Red,N.V.,Dogliani,Italy,25.29,,10,2,322,19
1041,Stag's Leap Wine Cellars,CASK 23 Cabernet Sauvignon 2012,4.7,Cabernet Sauvignon,Red,2012,Napa Valley,United States,299.99,,15,2,587,36
1042,Prats & Symington (P+S),Post Scriptum (de Chryseia) Douro 2017,4.0,Blend,Red,2017,Douro,Portugal,27.99,,10,2,324,28
1043,Errazuriz,Aconcagua Alto Carmenère 2016,4.0,Blend,Red,2016,Aconcagua,Chile,27.99,,10,2,1,7
1044,Raats,Cabernet Franc N.V.,4.0,Cabernet Franc,Red,N.V.,Stellenbosch,South Africa,43.99,,14,2,820,31
1045,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2005,4.4,Blend,Red,2005,Saint-Julien,France,162.99,,10,2,752,12
1046,Punica,Montessu 2016,4.0,Blend,Red,2016,Isola dei Nuraghi,Italy,28.99,,10,2,426,19
1047,Clos du Caillou,Châteauneuf-du-Pape Les Safres N.V.,4.1,Blend,Red,N.V.,Châteauneuf-du-Pape,France,76.98,,10,2,231,12
