,winery,wine,rating,wine_style,wine_category,vintage,region,country,price,contact_for_price,wine_style_code,wine_category_code,region_code,country_code
29671,Mestres,Coquet Gran Reserva Brut Nature 2013,3.9,Brut,Sparkling,2013,Cava,Spain,28.59,,13,4,151,32
29672,Adria Vini,Le Dolci Colline Spumante Brut Rosé N.V.,3.9,Spumante,Sparkling,N.V.,Prosecco,Italy,14.99,,78,4,672,19
29673,Bera,Moscato d'Asti 2017,3.9,Moscato,Sparkling,2017,Moscato d'Asti,Italy,24.99,,44,4,555,19
29674,Bellissima,Prosecco Brut N.V.,3.9,Brut,Sparkling,N.V.,Prosecco,Italy,18.95,,13,4,672,19
29675,Isotta Manzoni,Cuvée Giuliana Prosecco N.V.,3.9,Prosecco,Sparkling,N.V.,Prosecco,Italy,15.0,,60,4,672,19
29676,Sparkling Pointe,Brut N.V.,3.9,Brut,Sparkling,N.V.,North Fork of Long Island,United States,29.99,,13,4,600,36
29677,Varnier Fannière,Esprit de Craie Extra Brut Champagne N.V.,3.9,Brut,Sparkling,N.V.,Champagne,France,72.99,,13,4,192,12
29678,Château Gaudrelle (Alexandre Monmousseau),Vouvray Brut N.V.,3.9,Brut,Sparkling,N.V.,Vouvray,France,18.99,,13,4,927,12
29679,Besserat de Bellefon,Blanc de Noirs Brut Champagne Grand Cru N.V.,3.9,Blanc de Noir,Sparkling,N.V.,Champagne Grand Cru,France,95.99,,9,4,193,12
29680,Juvé & Camps,Cava Reserva Brut Milesimé 2016,3.9,Brut,Sparkling,2016,Cava,Spain,26.99,,13,4,151,32
29681,Nino Franco,Primo Franco Valdobbiadene Prosecco Superiore (Amabile) 2016,3.9,Prosecco,Sparkling,2016,Conegliano-Valdobbiadene Prosecco,Italy,41.99,,60,4,262,19
29682,Ayala,Blanc de Blancs Brut Aÿ Champagne 2013,3.9,Brut,Sparkling,2013,Champagne,France,79.99,,13,4,192,12
29683,Chavy-Chouet,Blanc de Blancs Crémant de Bourgogne Brut N.V.,3.9,Crémant,Sparkling,N.V.,Crémant de Bourgogne,France,34.5,,25,4,296,12
29684,Ziobaffa,Prosecco N.V.,3.9,Prosecco,Sparkling,N.V.,Prosecco,Italy,16.99,,60,4,672,19
29685,Nomine-Renard,Special Club Brut Champagne 2012,3.9,Brut,Sparkling,2012,Champagne,France,112.99,,13,4,192,12
29686,Borgo Magredo,Prosecco Extra Dry N.V.,3.9,Prosecco,Sparkling,N.V.,Prosecco,Italy,17.99,,60,4,672,19
29687,Naveran,Cava Dama Vintage Brut 2016,3.9,Brut,Sparkling,2016,Cava,Spain,25.99,,13,4,151,32
29688,Ferghettina,Franciacorta Brut Rosé 2014,3.9,Brut,Sparkling,2014,Franciacorta,Italy,64.99,,13,4,358,19
29689,Massolino,Moscato d'Asti 2017,3.9,Moscato,Sparkling,2017,Moscato d'Asti,Italy,23.98,,44,4,555,19
29690,Amanti,Amore di Amanti Prosecco N.V.,3.9,Prosecco,Sparkling,N.V.,Prosecco,Italy,11.99,,60,4,672,19
29691,Luca Grucci,Valdobbiadene Prosecco Superiore N.V.,3.9,Prosecco,Sparkling,N.V.,Conegliano-Valdobbiadene Prosecco Superiore,Italy,17.99,,60,4,263,19
29692,Col Dorato,Prosecco Extra Dry N.V.,3.9,Prosecco,Sparkling,N.V.,Prosecco,Italy,16.99,,60,4,672,19
29693,Pommery,Blanc de Blancs Champagne N.V.,3.9,Blanc de Blanc,Sparkling,N.V.,Champagne,France,90.99,,8,4,192,12
29694,Graham Beck,Brut Zero 2012,3.9,Brut,Sparkling,2012,Robertson,South Africa,27.99,,13,4,718,31
29695,Bellissima,Sparkling Rosé N.V.,3.9,Rosé,Sparkling,N.V.,Veneto,Italy,18.99,,67,4,887,19
29696,Chic Barcelona,Rosé N.V.,3.9,Rosé,Sparkling,N.V.,Cava,Spain,17.99,,67,4,151,32
29697,J. de Telmont,Cuvée Sans Soufre Ajouté Brut N.V.,3.9,Brut,Sparkling,N.V.,Champagne,France,89.99,,13,4,192,12
29698,Badoz,Crémant de Jura Brut N.V.,3.9,Crémant,Sparkling,N.V.,Crémant du Jura,France,25.99,,25,4,299,12
29699,Mont Marçal,Cava Reserva Brut 2017,3.9,Brut,Sparkling,2017,Cava,Spain,16.99,,13,4,151,32
29700,Nino Franco,Primo Franco Valdobbiadene Prosecco Superiore (Amabile) 2017,3.9,Prosecco,Sparkling,2017,Conegliano-Valdobbiadene Prosecco,Italy,38.99,,60,4,262,19
29701,Gramona,Cava La Cuvee Gran Reserva 2015,3.9,Cuvee,Sparkling,2015,Cava,Spain,21.99,,26,4,151,32
29702,Luca Paretti,Løvo Prosecco Brut N.V.,3.9,Brut,Sparkling,N.V.,Prosecco,Italy,15.99,,13,4,672,19
29703,Domaine Eugène Carrel et Fils,Savoie Brut N.V.,3.9,Brut,Sparkling,N.V.,Vin de Savoie,France,19.99,,13,4,908,12
29704,Carletto,Prosecco N.V.,3.9,Prosecco,Sparkling,N.V.,Prosecco,Italy,10.99,,60,4,672,19
29705,Barone Pizzini,Franciacorta Satén Edizione 2014,3.9,Sparkling,Sparkling,2014,Lombardia,Italy,47.99,,77,4,469,19
29706,Chandon,Limited Edition Baublebar Brut N.V.,3.9,Brut,Sparkling,N.V.,California,United States,20.99,,13,4,132,36
29707,Zenato,Lugana Metodo Classico Brut 2014,3.9,Brut,Sparkling,2014,Lugana,Italy,39.99,,13,4,475,19
29708,J-M Sélèque,Tradition Brut Champagne N.V.,3.9,Brut,Sparkling,N.V.,Champagne,France,39.99,,13,4,192,12
29709,Domaine Huet,Vouvray Pétillant Cuvée Brut 2013,3.9,Brut,Sparkling,2013,Vouvray,France,28.99,,13,4,927,12
29710,Le Contesse,Rosé N.V.,3.9,Rosé,Sparkling,N.V.,Prosecco,Italy,14.99,,67,4,672,19
29711,Conquilla,Cava Brut Rosé N.V.,3.9,Brut,Sparkling,N.V.,Cava,Spain,15.99,,13,4,151,32
29712,Jules Bertier,Premiere Cuvée Blanc de Blancs Brut N.V.,3.9,Brut,Sparkling,N.V.,Loire Valley,France,13.99,,13,4,468,12
29713,Gooseneck Vineyards,Prosecco N.V.,3.9,Prosecco,Sparkling,N.V.,Prosecco,Italy,12.99,,60,4,672,19
29714,Vve Fourny & Fils,Blanc de Blancs Brut Champagne Premier Cru N.V.,3.9,Brut,Sparkling,N.V.,Champagne Premier Cru,France,54.99,,13,4,204,12
29715,Naveran,Cava Vintage Brut 2016,3.9,Brut,Sparkling,2016,Cava,Spain,15.99,,13,4,151,32
29716,Le Rocher des Violettes,Pétillant Montlouis-sur-Loire 2015,3.9,Sparkling,Sparkling,2015,Montlouis-sur-Loire,France,27.99,,77,4,543,12
29717,Nicolas Feuillatte,Blanc de Blancs Brut Champagne (Millésime) 2012,3.9,Brut,Sparkling,2012,Champagne,France,64.99,,13,4,192,12
29718,Muga,Conde de Haro Brut 2016,3.9,Brut,Sparkling,2016,Cava,Spain,29.99,,13,4,151,32
29719,Ocaso,Malbec Sparkling Rosé N.V.,3.9,Rosé,Sparkling,N.V.,Mendoza,Argentina,14.99,,67,4,507,0
29720,Christophe Mignon,Brut Nature Champagne 2013,3.9,Brut,Sparkling,2013,Champagne,France,95.99,,13,4,192,12
29721,Chapuy,L'Esprit de Chapuy Blanc de Blancs Brut Champagne Grand Cru N.V.,3.9,Brut,Sparkling,N.V.,Champagne Grand Cru,France,37.99,,13,4,193,12
29722,Yarden,Blanc de Blancs Brut 2011,3.9,Brut,Sparkling,2011,Galilee,Israel,34.99,,13,4,372,18
29723,Villa Maria,Bubbly Sauvignon Blanc 2018,3.9,Sparkling,Sparkling,2018,Marlborough,New Zealand,15.99,,77,4,497,25
29724,Wiston,Cuvée Brut 2009,3.9,Brut,Sparkling,2009,Sussex,United Kingdom,55.99,,13,4,822,35
29725,Thierry Triolet,Grande Réserve Brut Champagne N.V.,3.9,Brut,Sparkling,N.V.,Champagne,France,48.99,,13,4,192,12
29726,Karanika,Karanika Brut Rosé 2017,3.9,Brut,Sparkling,2017,Amyndeon,Greece,36.99,,13,4,36,15
29727,Bressia,Sylvestra Brut Nature Rosé 2016,3.9,Brut,Sparkling,2016,Mendoza,Argentina,30.0,,13,4,507,0
29728,Gauthier-Christophe,Réserve Brut Champagne Grand Cru 'Chouilly' N.V.,3.9,Brut,Sparkling,N.V.,Champagne Grand Cru 'Chouilly',France,32.99,,13,4,198,12
29729,Pere Ventura,Cava Vintage Rosé 2013,3.9,Rosé,Sparkling,2013,Cava,Spain,79.99,,67,4,151,32
29730,Ramón Raventós,Brut N.V.,3.9,Brut,Sparkling,N.V.,Cava,Spain,17.99,,13,4,151,32
29731,Dosnon,Récolte Rosé Champagne N.V.,3.9,Rosé,Sparkling,N.V.,Champagne,France,52.99,,67,4,192,12
29732,Argyle,Brut Rosé 2014,3.9,Brut,Sparkling,2014,Dundee Hills,United States,39.99,,13,4,327,36
29733,J-M Sélèque,Brut Rosé Champagne N.V.,3.9,Brut,Sparkling,N.V.,Champagne,France,44.99,,13,4,192,12
29734,Korbel,Le Premier N.V.,3.9,Sparkling,Sparkling,N.V.,Russian River Valley,United States,16.99,,77,4,735,36
29735,Berlucchi,‘61 Franciacorta Rosé 1961,3.9,Rosé,Sparkling,1961,Franciacorta,Italy,50.99,,67,4,358,19
29736,G.D. Vajra,Moscato d'Asti 2019,3.9,Moscato,Sparkling,2019,Moscato d'Asti,Italy,19.99,,44,4,555,19
29737,Chapel Down,Brut Rosé N.V.,3.9,Brut,Sparkling,N.V.,Senhora da Ribeira,Portugal,69.99,,13,4,790,28
29738,La Morandina,Moscato d'Asti 2019,3.9,Moscato,Sparkling,2019,Moscato d'Asti,Italy,17.99,,44,4,555,19
29739,Sumarroca,Cava Yà Cuvée 23 Brut Reserva 2013,3.9,Brut,Sparkling,2013,Cava,Spain,42.99,,13,4,151,32
29740,Trump,Blanc de Blanc Brut 2014,3.9,Brut,Sparkling,2014,Monticello,United States,24.99,,13,4,541,36
29741,Trouillard,Cuvée Elexium Brut Rosé Champagne N.V.,3.9,Brut,Sparkling,N.V.,Champagne,France,50.0,,13,4,192,12
29742,Sparkling Pointe,Blanc de Blancs 2015,3.9,Blanc de Blanc,Sparkling,2015,North Fork of Long Island,United States,50.99,,8,4,600,36
29743,Vending Machine,Pét-gNat 2016,3.9,Sparkling,Sparkling,2016,Napa Valley,United States,25.99,,77,4,587,36
29744,Charles de Cazanove,Balahu Brut Champagne Premier Cru N.V.,3.9,Brut,Sparkling,N.V.,Champagne Premier Cru,France,41.99,,13,4,204,12
29745,La Marca,Prosecco N.V.,3.8,Prosecco,Sparkling,N.V.,Prosecco,Italy,11.97,,60,4,672,19
29746,Martini,Asti N.V.,3.8,Sparkling,Sparkling,N.V.,Asti,Italy,11.99,,77,4,53,19
29747,Lanson,Black Label Champagne Brut N.V.,3.8,Brut,Sparkling,N.V.,Champagne,France,39.93,,13,4,192,12
29748,Nicolas Feuillatte,Réserve Brut Champagne N.V.,3.8,Brut,Sparkling,N.V.,Champagne,France,29.99,,13,4,192,12
29749,Jacquart,Mosaïque Brut Champagne N.V.,3.8,Brut,Sparkling,N.V.,Champagne,France,44.99,,13,4,192,12
29750,Ayala,Brut Majeur Aÿ Champagne N.V.,3.8,Brut,Sparkling,N.V.,Champagne,France,32.99,,13,4,192,12
29751,Sieur d'Arques,Aimery Crémant de Limoux Grande Cuvée 1531 N.V.,3.8,Crémant,Sparkling,N.V.,Crémant de Limoux,France,16.99,,25,4,297,12
29752,Nino Franco,Rustico Valdobbiadene Prosecco Superiore N.V.,3.8,Prosecco,Sparkling,N.V.,Conegliano-Valdobbiadene Prosecco,Italy,15.99,,60,4,262,19
29753,Palmer & Co.,Brut Réserve Champagne N.V.,3.8,Brut,Sparkling,N.V.,Champagne,France,39.94,,13,4,192,12
29754,Andre Clouet,Brut Nature Silver Champagne Grand Cru 'Bouzy' N.V.,3.8,Brut,Sparkling,N.V.,Champagne Grand Cru 'Bouzy',France,60.0,,13,4,197,12
29755,Joseph Perrier,Brut Champagne (Cuvée Royale) N.V.,3.8,Brut,Sparkling,N.V.,Champagne,France,52.99,,13,4,192,12
29756,Piper-Heidsieck,Rosé Sauvage Brut Champagne N.V.,3.8,Brut,Sparkling,N.V.,Champagne,France,59.99,,13,4,192,12
29757,Raventos I Blanc,Cava Reserva Brut L'Hereu (Blanc de Blancs) N.V.,3.8,Brut,Sparkling,N.V.,Penedès,Spain,19.79,,13,4,644,32
29758,Graham Beck,Brut (Chardonnay - Pinot Noir) N.V.,3.8,Pinot Noir,Sparkling,N.V.,Robertson,South Africa,14.99,,57,4,718,31
29759,Saint-Hilaire,Brut N.V.,3.8,Brut,Sparkling,N.V.,Blanquette de Limoux,France,16.99,,13,4,100,12
