,winery,wine,location,rating,price
1329,Domaine Tempier,Bandol Cuvée Cabassaou 2016,"France
·
Bandol",4.3,$139.99
1330,M. Chapoutier,Hermitage Monier de la Sizeranne 2012,"France
·
Hermitage",4.3,$139.99
1331,Philip Togni,Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.4,$139.99
1332,Luigi Einaudi,Barolo 2015,"Italy
·
Barolo",4.0,$139.99
1333,Anakota,Helena Dakota Vineyard Cabernet Sauvignon 2015,"United States
·
Knights Valley",4.3,$139.99
1334,Chimney Rock,Cabernet Sauvignon Tomahawk Vineyard 2015,"United States
·
Stags Leap District",4.6,$139.99
1335,Louis Latour,Corton Grand Cru Clos Du Roi 2015,"France
·
Corton Grand Cru",4.3,$139.99
1336,Canalicchio di Sopra,Brunello di Montalcino 2006,"Italy
·
Brunello di Montalcino",4.3,$139.99
1337,Clos Dubreuil,Saint-Émilion Grand Cru 2012,"France
·
Saint-Émilion Grand Cru",4.1,$139.99
1338,Clos Saint Jean,Chateauneuf-du-Pape La Combe Des Fous 2012,"France
·
Châteauneuf-du-Pape",4.4,$139.99
1339,Constant-Diamond Mountain Vineyard,Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.3,$139.99
1340,Aldo Conterno,Barolo Bussia Cicala 2012,"Italy
·
Barolo",4.3,$139.99
1341,Dalton,Matatia 2014,"Israel
·
Galilee",4.6,$139.99
1342,Sea Smoke,Ten Pinot Noir 2017,"United States
·
Sta. Rita Hills",4.5,$139.99
1343,Philip Togni,Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.3,$139.99
1344,Saxum,Heart Stone Vineyard 2014,"United States
·
Paso Robles",4.4,$139.99
1345,Jonata,El Desafio de Jonata 2009,"United States
·
Ballard Canyon",4.5,$139.99
1346,Frias,Prado 2014,"United States
·
Oakville",4.7,$139.99
1347,Clos Saint Jean,Châteauneuf-du-Pape Deus Ex Machina 2004,"France
·
Châteauneuf-du-Pape",4.2,$139.99
1348,Clos des Papes (Paul Avril),Châteauneuf-du-Pape 2012,"France
·
Châteauneuf-du-Pape",4.5,$139.99
1349,Kosta Browne,Russian River Valley Pinot Noir 2016,"United States
·
Russian River Valley",4.6,$139.99
1350,Aldo Conterno,Barolo Bussia Colonnello 2011,"Italy
·
Barolo",4.4,$139.99
1351,Lignier-Michelot,Morey-Saint-Denis 1er Cru 'Les Faconnières' 2016,"France
·
Morey-Saint-Denis 1er Cru 'Les Faconnières'",4.1,$139.99
1352,Castell'in Villa,Riserva Chianti Classico 2001,"Italy
·
Chianti Classico",4.1,$139.99
1353,Robert Mondavi,Reserve Cabernet Sauvignon 2004,"United States
·
Oakville",4.5,$139.99
1354,Chateau Montelena,The Montelena Estate Cabernet Sauvignon 2015,"United States
·
Calistoga",4.4,$139.98
1355,Petrolo,Galatrona 2004,"Italy
·
Toscana",4.4,$139.97
1356,Palmaz,Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.7,$139.95
1357,Groth,Cabernet Sauvignon Reserve 2016,"United States
·
Oakville",4.4,$139.95
1358,O'Shaughnessy,Cabernet Sauvignon Mount Veeder 2015,"United States
·
Mount Veeder",4.6,$139.95
1359,Blackbird Vineyards,Paramour 2013,"United States
·
Oak Knoll District",4.4,$139
1360,Catena Zapata,Nicasia Vineyard Altamira Malbec 2015,"Argentina
·
Paraje Altamira",4.1,$138.99
1361,Don Melchor,Cabernet Sauvignon 2017,"Chile
·
Puente Alto",4.5,$138.99
1362,Saint Helena Winery,Estate Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.5,$138.99
1363,Priest Ranch,Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.0,$138.99
1364,Mazzei,Siepi Toscana 2013,"Italy
·
Toscana",4.2,$138.99
1365,Viñedos de Páganos,La Nieta 2016,"Spain
·
Rioja",4.6,$138.99
1366,Lucien le Moine,Volnay Premier Cru Les Caillerets 2013,"France
·
Volnay Premier Cru",4.2,$138.99
1367,Bruno Giacosa,Falletto Barbaresco Asili 2012,"Italy
·
Barbaresco",4.4,$137.99
1368,Château Le Bon Pasteur,Pomerol 2015,"France
·
Pomerol",3.9,$137.99
1369,Bertrand Ambroise,Corton Le Rognet Grand Cru 2012,"France
·
Corton Grand Cru 'Le Rognet et Corton'",3.7,$137.99
1370,Cain,Five N.V.,"United States
·
Spring Mountain District",4.4,$137.49
1371,Amici,Spring Mountain Cabernet Sauvignon N.V.,"United States
·
Spring Mountain District",4.5,$137.49
1372,Perfect Season,Cabernet Sauvignon N.V.,"United States
·
Knights Valley",4.4,$137.49
1373,Amici,Spring Mountain Cabernet Sauvignon 2014,"United States
·
Spring Mountain District",4.6,$137.49
1374,Perfect Season,Cabernet Sauvignon 2014,"United States
·
Knights Valley",4.5,$137.49
1375,Cayuse Vineyards,En Cerise Vineyard Syrah N.V.,"United States
·
Walla Walla Valley",4.4,$137.48
1376,Cayuse Vineyards,En Chamberlin Vineyard Syrah N.V.,"United States
·
Walla Walla Valley",4.4,$137.48
1377,Chanson,Beaune 1er Cru 'Clos des Fèves' (Monopole) 2015,"France
·
Beaune 1er Cru 'Les Fèves'",4.3,$136.99
1378,Guarachi,Cabernet Sauvignon 2008,"United States
·
Napa Valley",4.4,$136.99
1379,Guarachi,Cabernet Sauvignon 2007,"United States
·
Napa Valley",4.4,$136.99
1380,Château Beau-Sejour Becot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,"France
·
Saint-Émilion Grand Cru",4.1,$136.99
1381,Lucien le Moine,Pommard Premier Cru Les Épenots 2013,"France
·
Pommard Premier Cru",4.1,$136.99
1382,Château Nénin,Pomerol 2016,"France
·
Pomerol",4.1,$136.99
1383,E. Guigal,Château d'Ampuis Côte-Rôtie 2008,"France
·
Côte-Rôtie",4.3,$135.99
1384,Oddero,Barolo Brunate 2013,"Italy
·
Barolo",4.2,$135.99
1385,Oddero,Barolo Bussia Soprana Vigna Mondoca 2011,"Italy
·
Barolo",4.3,$135.99
1386,Renieri,Brunello di Montalcino 2012,"Italy
·
Brunello di Montalcino",4.3,$135.99
1387,Château Talbot,Saint-Julien (Grand Cru Classé) 2009,"France
·
Saint-Julien",4.2,$135.99
1388,The Mascot,Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.5,$135.99
1389,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 1996,"France
·
Saint-Julien",4.3,$135.99
1390,Oddero,Barolo Brunate 2011,"Italy
·
Barolo",4.2,$135.99
1391,Gianni Brunelli,Brunello di Montalcino Riserva 2013,"Italy
·
Brunello di Montalcino",4.6,$135.99
1392,Il Paradiso,Brunello di Montalcino 2012,"Italy
·
Brunello di Montalcino",3.9,$135
1393,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves) 2011,"France
·
Pessac-Léognan",4.2,$135
1394,Château Lafon-Rochet,Saint-Estèphe (Grand Cru Classé) 1995,"France
·
Saint-Estèphe",4.2,$135
1395,Anthem,Cabernet Sauvignon 2014,"United States
·
Mount Veeder",4.2,$135
1396,Clos Fourtet,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,"France
·
Saint-Émilion Grand Cru",4.0,$135
1397,Château La Lagune,Haut-Médoc (Grand Cru Classé) 2000,"France
·
Haut-Médoc",4.3,$135
1398,Château Giscours,Margaux (Grand Cru Classé) 2010,"France
·
Margaux",4.3,$135
1399,Cos d'Estournel,Pagodes de Cos 2010,"France
·
Saint-Estèphe",4.2,$135
1400,Jonata,La Sangre de Jonata 2014,"United States
·
Ballard Canyon",4.3,$134.99
1401,Newton,The Puzzle 2016,"United States
·
Napa Valley",4.2,$134.99
1402,Crocus,La Roche Mère Malbec de Cahors 2014,"France
·
Cahors",4.5,$134.99
1403,Faiveley,Gevrey-Chambertin 1er Cru 'Les Cazetiers' 2017,"France
·
Gevrey-Chambertin 1er Cru 'Les Cazetiers'",4.0,$134.99
1404,San Giusto a Rentennano,Percarlo 2015,"Italy
·
Toscana",4.2,$134.99
1405,Château Palmer,Alter Ego Margaux 2012,"France
·
Margaux",4.3,$134.99
1406,Espectacle del Montsant,Tinto 2016,"Spain
·
Montsant",4.4,$134.99
1407,San Giusto a Rentennano,La Ricolma 2014,"Italy
·
Toscana",4.1,$134.99
1408,Orin Swift,Mercury Head Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.6,$134.99
1409,Cain,Five 2015,"United States
·
Spring Mountain District",4.4,$134.99
1410,Poggio San Polo,Brunello di Montalcino Riserva 2012,"Italy
·
Brunello di Montalcino",4.2,$134.99
1411,Biondi-Santi,Rosso di Montalcino 2015,"Italy
·
Rosso di Montalcino",4.1,$134.99
1412,Bertani,Amarone della Valpolicella Classico 2008,"Italy
·
Amarone della Valpolicella Classico",4.3,$134.99
1413,Orin Swift,Mercury Head Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.6,$134.99
1414,Hestan Vineyards,Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.6,$134.99
1415,Espectacle del Montsant,Tinto 2008,"Spain
·
Montsant",4.2,$134.99
1416,Domaine Henri Gouges,Les Vaucrains Nuits-Saint-Georges 1er Cru 2014,"France
·
Nuits-Saint-Georges 1er Cru 'Les Vaucrains'",4.2,$134.99
1417,Domaine de l'Arlot,Nuits-Saint-Georges Premier Cru Clos des Forets Saint-Georges 2017,"France
·
Nuits-Saint-Georges Premier Cru",4.3,$134.99
1418,Eisele Vineyard,Altagracia Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.3,$134.99
1419,Altesino,Brunello di Montalcino 2012,"Italy
·
Brunello di Montalcino",4.2,$133.99
1420,Juslyn,Cabernet Sauvignon 2014,"United States
·
Spring Mountain District",4.4,$133.99
1421,Juslyn,Cabernet Sauvignon 2015,"United States
·
Spring Mountain District",4.7,$133.99
1422,Renato Ratti,Barolo Rocche dell'Annunziata 2015,"Italy
·
Barolo",4.2,$132.99
1423,Cakebread,Vine Hill Ranch Cabernet Sauvignon 2013,"United States
·
Oakville",4.5,$132.99
1424,Pelissero,Barbaresco Vanotu 2009,"Italy
·
Barbaresco",4.2,$132.99
1425,Duckhorn,The Discussion 2015,"United States
·
Napa Valley",4.7,$132.99
1426,Wayfarer,Golden Mean Pinot Noir 2014,"United States
·
Fort Ross-Seaview",4.5,$132.99
1427,Goldschmidt Vineyards,Plus Game Ranch Cabernet Sauvignon 2012,"United States
·
Oakville",4.1,$132.99
1428,Château La Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,"France
·
Saint-Émilion Grand Cru",4.2,$132.99
1429,Lapostolle,Clos Apalta (Limited Release) 2016,"Chile
·
Colchagua Valley",4.6,$132.95
1430,Katnook,Odyssey Cabernet Sauvignon 2010,"Australia
·
Coonawarra",4.3,$131.99
1431,The Standish,Schubert Theorem Shiraz N.V.,"Australia
·
Barossa Valley",4.5,$131.99
1432,Château Pavie Macquin,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,"France
·
Saint-Émilion Grand Cru",4.2,$131.99
1433,Anakota,Helena Montana Vineyard Cabernet Sauvignon 2014,"United States
·
Knights Valley",4.3,$131.99
1434,Clos l'Eglise,Pomerol 2012,"France
·
Pomerol",4.2,$131.99
1435,Dominio de Atauta,Llanos del Almendro Ribera del Duero 2012,"Spain
·
Ribera del Duero",4.3,$131.99
1436,Frias,Block Five Cabernet Sauvignon N.V.,"United States
·
Oakville",4.5,$131.99
1437,Sebastiani,Cherryblock Cabernet Sauvignon N.V.,"United States
·
Sonoma Valley",4.5,$131.99
1438,Château Beau-Sejour Becot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,"France
·
Saint-Émilion Grand Cru",4.2,$131.99
1439,Forman,Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.3,$131.99
1440,Dominio de Atauta,Llanos del Almendro Ribera del Duero N.V.,"Spain
·
Ribera del Duero",4.3,$131.99
1441,The Standish,Lamella N.V.,"Australia
·
Barossa Valley",4.4,$131.99
1442,Forman,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.4,$131.99
1443,Álvaro Palacios,Finca Dofí N.V.,"Spain
·
Priorat",4.3,$131.98
1444,Emidio Pepe,Montepulciano d'Abruzzo N.V.,"Italy
·
Montepulciano d'Abruzzo",4.2,$131.98
1445,Hewitt,Cabernet Sauvignon N.V.,"United States
·
Rutherford",4.5,$131.98
1446,Emidio Pepe,Montepulciano d'Abruzzo 2010,"Italy
·
Montepulciano d'Abruzzo",4.3,$131.98
1447,Philippe Pacalet,Gevrey-Chambertin 2017,"France
·
Gevrey-Chambertin",4.0,$130.99
1448,Marchesi di Barolo,Cannubi Barolo 2014,"Italy
·
Barolo",4.3,$130.99
1449,Luis Cañas,Hiru 3 Rioja Racimos 2010,"Spain
·
Rioja",3.9,$130
1450,Feudi di San Gregorio,Pàtrimo 2001,"Italy
·
Campania",4.3,$130
1451,Château Langoa Barton,Saint-Julien (Grand Cru Classé) 2010,"France
·
Saint-Julien",4.2,$129.99
1452,Mazzei,Siepi Toscana 2012,"Italy
·
Toscana",4.4,$129.99
1453,Tenuta dei Sette Cieli,Indaco 2012,"Italy
·
Toscana",4.1,$129.99
1454,Sea Smoke,Southing Pinot Noir 2010,"United States
·
Sta. Rita Hills",4.6,$129.99
1455,Château de Beaucastel,Châteauneuf-du-Pape 2003,"France
·
Châteauneuf-du-Pape",4.2,$129.99
1456,Château Le Bon Pasteur,Pomerol 2009,"France
·
Pomerol",4.3,$129.99
1457,Pelissero,Barbaresco Vanotu 2015,"Italy
·
Barbaresco",4.0,$129.99
1458,Robert Mondavi,Reserve Cabernet Sauvignon 2007,"United States
·
Oakville",4.3,$129.99
1459,The Mascot,Cabernet Sauvignon 2010,"United States
·
Napa Valley",4.5,$129.99
1460,Le Salette,Pergole Vece Amarone della Valpolicella Classico 2013,"Italy
·
Amarone della Valpolicella Classico",4.6,$129.99
1461,Cakebread,Cabernet Sauvignon Benchland Select 2016,"United States
·
Napa Valley",4.5,$129.99
1462,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe 2008,"Italy
·
Barolo",4.3,$129.99
1463,Groth,Cabernet Sauvignon 2009,"United States
·
Oakville",4.1,$129.99
1464,Domaine Charvin,Châteauneuf-du-Pape 2007,"France
·
Châteauneuf-du-Pape",4.1,$129.99
1465,Pascual Toso,Magdalena Toso 2013,"Argentina
·
Mendoza",4.1,$129.99
1466,San Giusto a Rentennano,Percarlo 2014,"Italy
·
Toscana",4.2,$129.99
1467,Pian dell'Orino,Vigneti del Versante Brunello di Montalcino 2010,"Italy
·
Brunello di Montalcino",4.4,$129.99
1468,Château de Beaucastel,Châteauneuf-du-Pape 2009,"France
·
Châteauneuf-du-Pape",4.4,$129.99
1469,Château Branaire-Ducru,Saint-Julien (Grand Cru Classé) 2009,"France
·
Saint-Julien",4.2,$129.99
1470,Val di Suga,Brunello di Montalcino Vigna Spuntali 2013,"Italy
·
Brunello di Montalcino",4.3,$129.99
1471,Leroy,Bourgogne Rouge 2014,"France
·
Bourgogne",4.0,$129.99
1472,Luce della Vite,Luce 2015,"Italy
·
Toscana",4.4,$129.99
1473,Antinori,Tignanello 2016,"Italy
·
Toscana",4.6,$129.99
1474,Orto Vins,Les Tallades de Cal Nicolau 2012,"Spain
·
Montsant",4.0,$129.99
1475,Hobbs,Gregor Shiraz 2012,"Australia
·
Barossa",4.4,$129.99
1476,Domaine Lécheneaut,Nuits-Saint-Georges 2015,"France
·
Nuits-Saint-Georges",3.8,$129.99
1477,Faiveley,Nuits-Saint-Georges 1er Cru Les Damodes 2014,"France
·
Nuits-Saint-Georges",4.1,$129.99
1478,La Spinetta,Vürsù Barbaresco Gallina 2015,"Italy
·
Barbaresco",4.4,$129.99
1479,Kay Brothers,Block 6 Shiraz 2013,"Australia
·
McLaren Vale",4.1,$129.99
1480,Petrolo,Galatrona 2015,"Italy
·
Toscana",4.2,$129.99
1481,Viña Cobos,Bramare Chañares Estate Malbec 2015,"Argentina
·
Uco Valley",4.5,$129.99
1482,Fontodi,Vigna del Sorbo Gran Selezione Chianti Classico 2016,"Italy
·
Chianti Classico",4.1,$129.99
1483,Petrolo,Galatrona 2011,"Italy
·
Toscana",4.3,$129.99
1484,Domaine de Montille,Volnay 1er Cru 'Les Taillepieds' 2014,"France
·
Volnay Premier Cru",3.9,$129.99
1485,Château d'Issan,Margaux (Grand Cru Classé) 2008,"France
·
Margaux",4.1,$129.99
1486,Cos d'Estournel,Pagodes de Cos 2009,"France
·
Saint-Estèphe",4.2,$129.99
1487,Château Haut-Bailly,Pessac-Léognan 2006,"France
·
Pessac-Léognan",4.2,$129.99
1488,Château Talbot,Saint-Julien (Grand Cru Classé) 2010,"France
·
Saint-Julien",4.2,$129.99
1489,Cade,Cabernet Sauvignon Napa Valley 2016,"United States
·
Napa Valley",4.3,$129.99
1490,Hudelot-Noëllat,Nuits-Saint-Georges 1er Cru 'Les Murgers' 2012,"France
·
Nuits-Saint-Georges 1er Cru 'Aux Murgers'",4.2,$129.99
1491,Roagna,Pajè Barbaresco 2013,"Italy
·
Barbaresco",4.4,$129.99
1492,Chappellet,Pritchard Hill Cabernet Sauvignon 2011,"United States
·
Napa Valley",4.5,$129.99
1493,Fontodi,Flaccianello della Pieve 1995,"Italy
·
Colli della Toscana Centrale",4.3,$129.99
1494,Monteviejo,Lindaflor La Violeta Malbec 2010,"Argentina
·
Uco Valley",4.7,$129.99
1495,Raymond,Generations Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.1,$129.99
1496,Colomé,Altura Máxima Malbec 2014,"Argentina
·
Salta",4.3,$129.99
1497,Darioush,Cabernet Sauvignon (Signature) 2015,"United States
·
Napa Valley",4.6,$129.99
1498,Altesino,Brunello di Montalcino Montosoli 2013,"Italy
·
Brunello di Montalcino",4.4,$129.99
1499,Domaine Dujac,Morey-Saint-Denis 2014,"France
·
Morey-Saint-Denis",4.0,$129.99
1500,Château Monbousquet,Saint-Émilion Grand Cru 2000,"France
·
Saint-Émilion Grand Cru",4.2,$129.99
1501,Château Rauzan-Ségla,Margaux (Grand Cru Classé) 2016,"France
·
Margaux",4.2,$129.99
1502,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2003,"France
·
Saint-Estèphe",4.2,$129.99
1503,Kistler,Kistler Vineyard Pinot Noir 2011,"United States
·
Sonoma Coast",4.3,$129.99
1504,Newton,The Puzzle 2012,"United States
·
Napa Valley",4.1,$129.99
1505,Donatella Cinelli Colombini,Brunello di Montalcino Riserva (Casato Prime Donne) 2010,"Italy
·
Brunello di Montalcino",4.3,$129.99
1506,Sena,Aconcagua Valley 2014,"Chile
·
Aconcagua Valley",4.4,$129.99
1507,Rhys Vineyards,Horseshoe Vineyard Pinot Noir 2014,"United States
·
Santa Cruz Mountains",3.8,$129.99
1508,Nickel & Nickel,John C. Sullenger Vineyard Cabernet Sauvignon 2016,"United States
·
Oakville",4.5,$129.99
1509,Fantesca Estate,King Richard's Reserve Pinot Noir 2015,"United States
·
Russian River Valley",4.5,$129.99
1510,Ramey,Cabernet Sauvignon Larkmead Vineyard 2005,"United States
·
Napa Valley",4.1,$129.99
1511,Achaval-Ferrer,Finca Bella Vista Malbec 2012,"Argentina
·
Perdriel",4.5,$129.99
1512,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2011,"France
·
Pauillac",4.3,$129.99
1513,Château Léoville Las Cases,Clos du Marquis Saint-Julien 1995,"France
·
Saint-Julien",4.0,$129.99
1514,Bevan Cellars,Ontogeny Red 2014,"United States
·
Oakville",4.5,$129.99
1515,Paul Hobbs,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.5,$129.99
1516,Artadi,La Poza de Ballesteros Rioja 2014,"Spain
·
Rioja",4.4,$129.99
1517,Occidental,SWK Vineyard Pinot Noir 2013,"United States
·
Sonoma Coast",4.5,$129.99
1518,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2011,"France
·
Saint-Julien",4.2,$129.99
1519,Château Lynch-Bages,Pauillac (Grand Cru Classé) 2015,"France
·
Pauillac",4.3,$129.99
1520,Château Duhart-Milon,Pauillac (Grand Cru Classé) 2010,"France
·
Pauillac",4.3,$129.99
1521,Château Giscours,Margaux (Grand Cru Classé) 2008,"France
·
Margaux",4.1,$129.99
1522,Château Duhart-Milon,Pauillac (Grand Cru Classé) 2015,"France
·
Pauillac",4.1,$129.99
1523,Château Lascombes,Margaux (Grand Cru Classé) 2015,"France
·
Margaux",4.1,$129.99
1524,Espectacle del Montsant,Tinto 2014,"Spain
·
Montsant",4.3,$129.99
1525,Château Duhart-Milon,Pauillac (Grand Cru Classé) 2015,"France
·
Pauillac",4.1,$129.99
1526,Department 66,Pharaon 2014,"France
·
Côtes Catalanes",4.6,$129.98
1527,Almaviva,Almaviva 2016,"Chile
·
Puente Alto",4.5,$129.98
1528,Pio Cesare,Ornato Barolo 2015,"Italy
·
Barolo",4.3,$129.98
1529,Kaesler,Old Bastard Shiraz 2003,"Australia
·
Barossa Valley",4.5,$129.97
1530,Kenwood,Artist Series Cabernet Sauvignon 2010,"United States
·
Sonoma County",4.2,$129.97
1531,Revana,St. Helena Cabernet Sauvignon 2010,"United States
·
St. Helena",4.6,$129.97
1532,Louis Latour,Château Corton Grancey Grand Cru 2015,"France
·
Corton Grand Cru",4.3,$129.95
1533,Silver Oak,Alexander Valley Cabernet Sauvignon 2009,"United States
·
Alexander Valley",4.3,$129.95
1534,Opus One,Overture N.V.,"United States
·
Napa Valley",4.4,$129.95
1535,The Mascot,Cabernet Sauvignon 2011,"United States
·
Napa Valley",4.5,$129.90
1536,Joliet Père & Fils,Fixin 1er Cru 'Clos de la Perrière' Monopole Rouge 2012,"France
·
Fixin 1er Cru 'Clos de la Perrière'",4.1,$129
1537,Melka,Mekerra Proprietary Red 2013,"United States
·
Knights Valley",4.4,$129
1538,Caymus,Cabernet Sauvignon 2011,"United States
·
Napa Valley",4.5,$129
1539,Domaine Perrot-Minot,Gevrey-Chambertin 2016,"France
·
Gevrey-Chambertin",4.1,$129
1540,Keever,Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.5,$128.99
1541,Pelissero,Barbaresco Vanotu 2013,"Italy
·
Barbaresco",4.1,$128.99
1542,Oddero,Barolo Bussia Soprana Vigna Mondoca 2009,"Italy
·
Barolo",4.3,$128.99
1543,Château Clerc Milon,Pauillac (Grand Cru Classé) 2010,"France
·
Pauillac",4.2,$128.99
1544,Mauro,VS 2015,"Spain
·
Castilla y León",4.4,$128.99
1545,Kinsella Estates,Jersey Boys Vineyard Cabernet Sauvignon 2012,"United States
·
Dry Creek Valley",4.4,$128.99
1546,Sandrone,Barolo Le Vigne 2014,"Italy
·
Barolo",4.2,$128.99
1547,Tassi,Franci Riserva Brunello di Montalcino 2010,"Italy
·
Brunello di Montalcino",4.6,$127.99
1548,Bruno Rocca,Currà Barbaresco Riserva 2012,"Italy
·
Barbaresco",4.5,$127.99
1549,Guarachi,Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.5,$127.99
1550,Orma,Toscana 2010,"Italy
·
Toscana",4.2,$127.99
1551,Rudd,Oakville Estate Red 2002,"United States
·
Oakville",4.4,$127.99
1552,Raymond,Generations Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.4,$127.99
1553,Orma,Toscana 2008,"Italy
·
Toscana",4.2,$127.99
1554,El Enemigo,Gran Enemigo Single Vineyard Agrelo Cabernet Franc 2014,"Argentina
·
Agrelo",4.6,$127.99
1555,Mazzei,Siepi Toscana 2000,"Italy
·
Toscana",4.4,$127.49
1556,Bacio Divino,Janzen Cloudy’s Vineyard Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.4,$126.49
1557,Clos Saint Jean,Chateauneuf-du-Pape La Combe Des Fous N.V.,"France
·
Châteauneuf-du-Pape",4.4,$126.48
1558,Leonetti,Cabernet Sauvignon 2016,"United States
·
Walla Walla Valley",4.7,$126.48
1559,Leonetti,Cabernet Sauvignon N.V.,"United States
·
Walla Walla Valley",4.5,$126.48
1560,Clos Saint Jean,Chateauneuf-du-Pape La Combe Des Fous 2016,"France
·
Châteauneuf-du-Pape",4.4,$126.48
1561,Benjamin Leroux,Volnay 1er Cru 'Les Mitans' 2016,"France
·
Volnay 1er Cru 'Les Mitans'",4.2,$125.99
1562,Achaval-Ferrer,Finca Altamira Malbec 2007,"Argentina
·
Paraje Altamira",4.5,$125.99
1563,Achaval-Ferrer,Finca Bella Vista Malbec 2007,"Argentina
·
Perdriel",4.5,$125.99
1564,Rocca delle Macìe,Sergio Zingarelli Chianti Classico Gran Selezione 2013,"Italy
·
Chianti Classico",4.0,$125.99
1565,Château Rauzan-Ségla,Margaux (Grand Cru Classé) 2006,"France
·
Margaux",4.2,$125
1566,Château Clerc Milon,Pauillac (Grand Cru Classé) 2012,"France
·
Pauillac",4.1,$125
1567,Col d'Orcia,Brunello di Montalcino 2007,"Italy
·
Brunello di Montalcino",4.1,$125
1568,Château Cantenac Brown,Margaux (Grand Cru Classé) 2005,"France
·
Margaux",4.2,$125
1569,Château Lafon-Rochet,Saint-Estèphe (Grand Cru Classé) 2005,"France
·
Saint-Estèphe",4.1,$125
1570,Château Gazin,Pomerol 2011,"France
·
Pomerol",4.0,$125
1571,Château Beausejour (héritiers Duffau-Lagarrosse),Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,"France
·
Saint-Émilion Grand Cru",4.2,$125
1572,Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2008,"France
·
Saint-Émilion Grand Cru",4.2,$125
1573,Domaine Jean-Louis Chave,Hermitage Selection Farconnet 2012,"France
·
Hermitage",4.3,$125
1574,Château La Lagune,Haut-Médoc (Grand Cru Classé) 2009,"France
·
Haut-Médoc",4.2,$125
1575,Nickel & Nickel,C.C. Ranch Cabernet Sauvignon 2016,"United States
·
Rutherford",4.5,$125
1576,Château Clerc Milon,Pauillac (Grand Cru Classé) 2011,"France
·
Pauillac",4.1,$125
1577,Philippe Pacalet,Nuits-Saint-Georges Rouge 2015,"France
·
Nuits-Saint-Georges",3.9,$124.99
1578,Hertelendy,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.5,$124.99
1579,La Spinetta,Vürsù Barolo Campè 2012,"Italy
·
Barolo",4.5,$124.99
1580,Altesino,Brunello di Montalcino Riserva 2013,"Italy
·
Brunello di Montalcino",4.4,$124.99
1581,Beringer,Private Reserve Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.4,$124.99
1582,Château Pape Clément,Pessac-Léognan (Grand Cru Classé de Graves) 2011,"France
·
Pessac-Léognan",4.3,$124.99
1583,Peter Michael,Le Moulin Rouge Pinot Noir 2016,"United States
·
Santa Lucia Highlands",4.7,$124.99
1584,Antinori,Tenuta Guado al Tasso Bolgheri Superiore 2011,"Italy
·
Bolgheri Superiore",4.4,$124.99
1585,Arietta,Cabernet Sauvignon 2014,"United States
·
Coombsville",4.5,$124.99
1586,Freemark Abbey,Sycamore Vineyard Cabernet Sauvignon 2012,"United States
·
Rutherford",4.4,$124.99
1587,Bevan Cellars,Ontogeny Red 2015,"United States
·
Oakville",4.6,$124.99
1588,Ciacci Piccolomini d'Aragona,Brunello di Montalcino Pianrosso 2003,"Italy
·
Brunello di Montalcino",4.3,$124.99
1589,Château Malescot St. Exupery,Margaux (Grand Cru Classé) 2015,"France
·
Margaux",4.2,$124.99
1590,Luigi Einaudi,Terlo Vigna Costa Grimaldi Barolo 2015,"Italy
·
Barolo",3.9,$124.99
1591,Lucien le Moine,Nuits-Saint-Georges Premier Cru Les Vaucrains 2013,"France
·
Nuits-Saint-Georges Premier Cru",4.1,$124.99
1592,Robert Foley Vineyards,Claret 2004,"United States
·
Napa Valley",4.4,$124.99
